Row,Id,Score,Age,Tenure,Balance,Salary,Surname,Nationality,Gender,Products,Card,Active,Churn
1954,15675190,623,1.3222192947339193,10,0.0,135851.3,Chia,France,Male,2,0,1,0
1955,15600734,624,1.7075701760979363,5,174397.21,172372.63,Townsend,Spain,Male,2,1,1,0
1956,15779176,565,1.7634279935629373,3,108888.24,135875.51,Dike,Germany,Female,3,0,1,1
1957,15605286,565,1.7403626894942439,4,118803.35,128124.7,Moyes,France,Male,2,1,1,1
1958,15674922,710,1.7323937598229686,6,171137.62,167023.95,Beavers,France,Male,1,1,1,1
1959,15737506,645,1.6232492903979006,6,0.0,149807.01,Tretiakova,France,Male,1,0,0,0
1960,15780514,707,1.5185139398778875,8,136678.52,54290.62,Fuller,France,Male,1,1,0,0
1961,15623647,655,1.5563025007672873,1,135515.76,86013.96,Dellucci,Spain,Female,1,1,0,0
1962,15668472,705,1.380211241711606,5,177799.83,79886.06,Ritchie,Spain,Female,2,0,0,0
1963,15692416,358,1.7160033436347992,8,143542.36,141959.11,Aikenhead,Spain,Female,3,1,0,1
1964,15771139,578,1.5314789170422551,8,147487.23,66680.77,Douglas,Germany,Male,2,1,0,0
1965,15738318,800,1.6020599913279623,5,97764.41,98640.15,Kung,France,Female,1,1,0,1
1966,15772243,612,1.5185139398778875,9,0.0,142797.5,MacDonald,France,Female,1,0,0,1
1967,15638463,681,1.6812412373755872,8,139480.18,163581.67,Okwudilichukwu,Germany,Female,1,1,1,0
1968,15598088,559,1.3979400086720377,5,0.0,163221.22,Ni,Spain,Male,2,1,1,0
1969,15693468,488,1.591064607026499,9,140553.46,12440.44,Simmons,Spain,Female,1,0,0,0
1970,15671930,717,1.5563025007672873,5,0.0,145551.6,H?,France,Female,2,1,1,0
1971,15762268,666,1.6127838567197355,10,141162.08,50908.48,Hancock,France,Female,1,1,0,0
1972,15780954,582,1.414973347970818,4,65848.36,30149.21,Cran,Spain,Male,2,1,0,0
1973,15700174,733,1.4771212547196624,0,83319.28,57769.2,McKay,Spain,Female,1,0,0,0
1974,15635728,693,1.6127838567197355,4,0.0,156381.47,P'an,France,Male,2,0,0,0
1975,15679283,694,1.5185139398778875,4,129731.64,178123.86,Parkhill,France,Female,2,1,0,0
1976,15591386,622,1.5440680443502757,5,0.0,51112.8,Golubova,France,Female,2,1,0,0
1977,15694192,598,1.5797835966168101,6,0.0,173783.38,Nwankwo,Spain,Female,2,0,0,0
1978,15585901,717,1.5440680443502757,1,0.0,174770.14,Johnson,Spain,Male,3,0,0,1
1979,15792329,494,1.568201724066995,5,107106.33,172063.09,Mao,Germany,Male,2,1,0,0
1980,15635597,644,1.5185139398778875,8,0.0,155294.17,Echezonachukwu,France,Male,2,1,1,0
1981,15775880,554,1.4771212547196624,9,0.0,40320.3,McElyea,France,Female,2,1,1,0
1982,15630913,476,1.8388490907372552,1,105303.73,134260.34,Rosas,Spain,Female,1,0,1,0
1983,15756680,667,1.4471580313422192,6,165798.1,147090.9,Phillips,France,Male,1,1,0,0
1984,15587913,748,1.6020599913279623,4,0.0,132368.47,Palerma,Spain,Female,2,1,0,0
1985,15737605,531,1.6532125137753437,1,126495.57,164741.5,Morris,Spain,Female,2,1,1,0
1986,15627876,719,1.6720978579357175,9,116393.59,63051.32,Pavlova,Spain,Female,1,1,0,1
1987,15772601,845,1.6127838567197355,2,81733.74,199761.29,Lu,Germany,Female,2,0,0,0
1988,15758606,738,1.7323937598229686,4,0.0,55725.04,Yamamoto,France,Male,1,0,1,1
1989,15657107,563,1.662757831681574,8,106171.68,163145.5,Angelo,Spain,Female,1,1,0,1
1990,15622454,695,1.4471580313422192,0,96020.86,57992.49,Zaitsev,Spain,Male,1,1,1,0
1991,15775803,841,1.6127838567197355,1,0.0,193093.77,Cawker,Spain,Male,2,0,1,0
1992,15570859,626,1.5563025007672873,2,181671.16,57531.14,Froggatt,Germany,Male,2,1,1,0
1993,15748381,613,1.462397997898956,6,185709.28,77242.19,Gorbunov,France,Female,2,1,1,0
1994,15787189,824,1.7781512503836436,8,134250.17,153046.16,Tai,Germany,Male,3,0,0,1
1995,15666055,705,1.6901960800285136,7,0.0,63405.2,Rowe,France,Female,1,1,0,1
1996,15617648,584,1.6434526764861874,5,95671.75,106564.88,Mikkelsen,France,Female,2,1,1,0
1997,15755678,534,1.792391689498254,2,0.0,42763.12,Kovalyov,France,Male,2,0,0,1
1998,15624781,672,1.5314789170422551,1,142151.75,168753.34,Mbanefo,France,Female,2,1,1,0
1999,15779497,603,1.6334684555795864,5,127823.93,19483.35,Ts'ai,France,Male,1,1,1,0
2000,15567399,633,1.6334684555795864,3,144164.29,158646.46,Enderby,Germany,Male,1,1,1,0
2001,15613656,842,1.7634279935629373,1,63492.94,83172.19,Lombardi,France,Male,1,1,1,0
2002,15734311,661,1.4313637641589874,3,0.0,76889.79,Hamilton,France,Female,2,1,1,0
2003,15657214,601,1.8692317197309762,2,0.0,51554.58,Hsia,France,Male,2,0,1,0
2004,15799350,632,1.6127838567197355,0,106134.46,105570.39,Mao,France,Male,1,0,1,0
2005,15729970,684,1.462397997898956,8,127269.75,79495.01,Ugochukwu,Germany,Male,1,0,1,0
2006,15725835,785,1.505149978319906,3,124493.03,52583.79,West,Germany,Female,2,0,1,1
2007,15745543,687,1.591064607026499,7,0.0,26848.25,Hughes,France,Male,2,1,0,0
2008,15727384,705,1.6334684555795864,10,146547.78,10072.55,Chukwuemeka,Germany,Female,1,0,1,1
2009,15666916,639,1.6334684555795864,6,99610.92,187296.78,Lira,France,Male,2,1,0,0
2010,15732917,729,1.662757831681574,5,117837.43,104016.61,Li,Germany,Male,1,1,0,1
2011,15612050,556,1.6812412373755872,8,168522.37,151310.16,Castiglione,Spain,Female,1,1,1,0
2012,15726267,570,1.505149978319906,9,117337.54,62810.91,Paterson,France,Male,2,0,1,0
2013,15780124,841,1.8692317197309762,9,108131.53,60830.38,Blair,France,Male,1,0,1,0
2014,15742238,705,1.5440680443502757,4,136496.12,116672.02,Dellucci,Germany,Male,2,1,0,0
2015,15679024,553,1.505149978319906,3,116324.53,77304.49,Udinesi,France,Male,1,1,0,0
2016,15715297,779,1.6020599913279623,2,75470.23,52894.01,Yuan,Germany,Female,1,1,1,0
2017,15633612,696,1.4471580313422192,4,172646.82,116471.43,Yuryeva,France,Male,1,1,1,0
2018,15602929,728,1.568201724066995,4,0.0,4539.38,Wilson,Spain,Female,1,0,0,0
2019,15696703,691,1.4313637641589874,3,160358.68,142367.72,Dean,Germany,Male,2,1,0,0
2020,15756668,706,1.4771212547196624,3,98415.37,110520.48,Ross,France,Male,1,1,1,0
2021,15565779,627,1.4771212547196624,6,57809.32,188258.49,Kent,Germany,Female,1,1,0,0
2022,15795519,716,1.255272505103306,3,128743.8,197322.13,Vasiliev,Germany,Female,1,0,0,0
2023,15761477,501,1.380211241711606,4,130806.42,80241.14,Golibe,Germany,Male,2,1,0,0
2024,15731890,601,1.6127838567197355,1,123971.16,172814.99,Chukwukere,France,Male,1,0,1,0
2025,15633043,545,1.591064607026499,6,0.0,38410.74,Fedorova,Spain,Female,1,0,0,1
2026,15752953,634,1.6532125137753437,9,0.0,17622.82,Chien,France,Male,2,0,0,0
2027,15603088,451,1.3617278360175928,9,0.0,48021.71,Rossi,Spain,Female,2,0,1,0
2028,15606613,655,1.7708520116421442,7,0.0,88958.49,Samson,France,Female,1,1,0,1
2029,15635939,458,1.591064607026499,9,0.0,116343.09,Fenton,France,Female,2,1,0,0
2030,15666043,520,1.5185139398778875,4,156297.58,166102.61,Mackey,France,Male,2,1,1,0
2031,15746190,624,1.4471580313422192,2,0.0,104353.26,Payton,Spain,Female,2,0,1,0
2032,15591357,765,1.7075701760979363,3,123372.3,115429.32,Cowger,France,Male,1,1,1,0
2033,15658716,667,1.568201724066995,5,92171.35,178106.34,Banks,Germany,Female,3,1,0,1
2034,15679909,665,1.6127838567197355,8,0.0,132152.32,Pugliesi,Spain,Male,2,1,0,0
2035,15634262,709,1.5314789170422551,4,148375.19,21521.38,Fantin,Germany,Male,2,1,1,0
2036,15799825,583,1.6434526764861874,8,0.0,27431.62,Bentley,France,Female,2,1,1,0
2037,15756875,782,1.5314789170422551,6,147422.44,42143.61,Freeman,Spain,Male,1,0,1,0
2038,15678146,668,1.380211241711606,7,173962.32,106457.11,Wong,Spain,Female,1,0,0,1
2039,15710743,621,1.6720978579357175,0,0.0,133831.37,Onwuamaeze,France,Male,1,1,1,1
2040,15595831,579,1.806179973983887,6,145215.43,164083.72,Shen,Germany,Female,1,1,1,0
2041,15626684,547,1.5797835966168101,5,167539.97,159207.34,Huang,France,Female,1,0,1,0
2042,15709846,840,1.591064607026499,1,94968.97,84487.62,Yeh,France,Female,1,1,0,0
2043,15635459,667,1.4313637641589874,3,106116.5,3674.71,Shih,Germany,Female,2,1,0,0
2044,15642544,723,1.5314789170422551,5,0.0,12092.03,Henderson,France,Male,2,0,1,0
2045,15566494,487,1.6532125137753437,2,0.0,77475.73,Fang,France,Male,2,1,0,0
2046,15655238,668,1.4913616938342726,9,0.0,41291.73,Dellucci,France,Female,2,0,0,0
2047,15733429,520,1.5314789170422551,8,120018.86,343.38,Chou,Germany,Male,2,1,1,0
2048,15814536,549,1.568201724066995,2,112541.54,47432.43,Conti,France,Male,2,0,0,0
2049,15771702,567,1.5440680443502757,5,166118.45,127827.18,Roberts,France,Female,2,1,0,0
2050,15723008,720,1.6532125137753437,1,102882.4,35633.15,Lo Duca,France,Female,2,1,1,1
2051,15797160,492,1.6901960800285136,8,0.0,182865.09,Glover,France,Female,1,1,1,1
2052,15792222,712,1.568201724066995,1,106881.5,169386.81,Johnstone,France,Female,2,0,0,0
2053,15644765,689,1.414973347970818,4,120727.97,149073.88,Ashton,Germany,Male,1,0,1,0
2054,15610686,850,1.7993405494535817,8,169832.57,184107.26,Melton,France,Male,1,0,0,1
2055,15730868,747,1.6127838567197355,5,0.0,22750.17,Marshall,France,Male,2,1,1,0
2056,15705991,469,1.5797835966168101,9,113599.42,11950.29,Kenenna,Germany,Male,1,0,0,0
2057,15577078,539,1.5797835966168101,6,0.0,152880.07,Zakharov,Spain,Male,1,1,1,1
2058,15679550,743,1.505149978319906,9,0.0,175252.78,Chukwualuka,France,Male,2,1,0,0
2059,15787655,707,1.6720978579357175,3,0.0,174303.29,Chu,France,Male,2,1,0,0
2060,15668081,581,1.6989700043360187,4,0.0,80701.72,Capon,Spain,Female,2,1,1,0
2061,15747980,737,1.5797835966168101,6,146282.79,198516.2,Cattaneo,Spain,Male,2,1,0,0
2062,15710295,445,1.5797835966168101,6,119413.62,175756.36,Patrick,Germany,Female,2,1,0,0
2063,15724443,703,1.462397997898956,3,122084.63,82824.08,Taylor,Germany,Female,1,0,1,0
2064,15571305,588,1.5440680443502757,1,103060.63,179866.01,Stephenson,Germany,Female,1,1,0,1
2065,15569503,765,1.6434526764861874,6,0.0,159899.97,Yeh,France,Male,2,1,1,0
2066,15581840,626,1.5185139398778875,8,0.0,138504.28,DeRose,France,Male,2,1,0,0
2067,15772262,545,1.568201724066995,9,110483.86,127394.67,Vavilov,Germany,Male,1,1,1,0
2068,15767794,744,1.4913616938342726,9,120718.28,58961.49,Browne,France,Male,1,1,1,0
2069,15629338,658,1.4913616938342726,2,36566.96,103644.98,Collingridge de Tourcey,Spain,Female,1,1,0,1
2070,15790379,629,1.4471580313422192,8,108601.0,119647.7,Rowe,Germany,Male,1,1,1,0
2071,15750684,719,1.6232492903979006,4,0.0,28465.86,Jibunoh,France,Female,1,1,0,1
2072,15697214,686,1.5563025007672873,5,0.0,152979.14,Korovin,Spain,Female,2,1,1,0
2073,15711015,743,1.5563025007672873,4,0.0,190911.02,Hammonds,France,Male,2,1,1,0
2074,15573309,626,1.6812412373755872,2,0.0,95794.98,Ward,Spain,Female,2,1,1,0
2075,15805303,661,1.6434526764861874,1,141136.62,189742.78,Olisanugo,Germany,Male,1,1,0,1
2076,15741385,710,1.6532125137753437,9,108231.37,188574.08,Gallop,Germany,Male,1,1,1,0
2077,15780254,654,1.6020599913279623,6,0.0,183872.88,Gartrell,France,Male,1,0,0,1
2078,15744843,569,1.5314789170422551,6,144855.34,196555.32,K'ung,Spain,Female,1,0,0,0
2079,15815626,640,1.7993405494535817,2,68432.45,112503.24,Oluchi,France,Male,2,1,1,1
2080,15784736,562,1.6532125137753437,6,136855.24,46864.0,Jamieson,France,Male,1,1,0,0
2081,15813412,721,1.7403626894942439,3,44020.89,65864.4,Barlow,France,Female,1,1,0,1
2082,15809143,456,1.505149978319906,9,133060.63,125167.92,White,Germany,Male,1,1,1,0
2083,15617617,811,1.591064607026499,7,0.0,177519.39,Stewart,Spain,Male,2,1,1,0
2084,15779738,534,1.380211241711606,1,0.0,169653.32,Buccho,France,Male,1,1,1,0
2085,15668669,423,1.5563025007672873,5,97665.61,118372.55,Benson,France,Female,1,1,0,1
2086,15687477,594,1.4471580313422192,5,185013.02,16481.12,Thompson,Germany,Male,1,1,0,0
2087,15578908,725,1.505149978319906,0,0.0,138525.19,Todd,Spain,Female,2,1,1,0
2088,15687658,716,1.7160033436347992,7,65971.61,14608.0,Burgin,France,Female,2,1,0,1
2089,15615020,595,1.6127838567197355,9,150463.11,81548.38,Nnaife,Germany,Female,2,0,1,0
2090,15608886,679,1.5185139398778875,1,0.0,69608.48,Okwudiliolisa,France,Female,2,0,0,0
2091,15602551,667,1.591064607026499,9,0.0,68873.8,Johnson,Spain,Male,2,1,0,0
2092,15672945,661,1.568201724066995,5,136425.18,81102.81,Parkes,France,Female,1,1,0,0
2093,15757408,655,1.5797835966168101,3,250898.09,81054.0,Lo,Spain,Male,3,0,1,1
2094,15806132,555,1.7403626894942439,4,146798.81,74149.77,Martin,France,Male,1,1,1,0
2095,15813022,531,1.845098040014257,1,0.0,99503.19,Kapustina,Spain,Male,2,0,0,0
2096,15673578,611,1.6020599913279623,7,128486.91,10109.47,Page,Germany,Female,2,1,0,0
2097,15757916,600,1.5797835966168101,9,0.0,58855.85,Amaechi,France,Female,2,1,1,0
2098,15689168,531,1.568201724066995,1,143407.29,84402.46,Munro,Spain,Male,2,0,1,0
2099,15769216,601,1.6334684555795864,2,0.0,49713.87,Panicucci,France,Female,1,1,0,1
2100,15593295,548,1.7558748556724915,6,76165.65,133537.53,Greathouse,France,Male,1,1,1,0
2101,15804814,759,1.6020599913279623,4,0.0,124615.59,Ts'ui,France,Male,2,1,0,0
2102,15778934,678,1.6901960800285136,8,0.0,98090.69,Napolitani,Spain,Female,2,0,1,0
2103,15802351,755,1.5185139398778875,6,90560.3,42607.69,Beers,Germany,Female,2,1,1,0
2104,15630241,594,1.7853298350107671,3,62391.22,192434.11,Tretyakova,France,Male,1,1,1,0
2105,15719561,768,1.6232492903979006,5,0.0,60686.4,Lin,France,Male,3,0,0,0
2106,15615096,492,1.4913616938342726,7,0.0,49463.44,Costa,France,Female,2,1,1,0
2107,15659931,637,1.7403626894942439,1,123378.2,81431.99,Ibezimako,Germany,Female,1,1,0,1
2108,15714586,646,1.6232492903979006,3,99836.47,22909.56,Marcelo,Spain,Female,1,0,1,0
2109,15634949,593,1.8692317197309762,5,161434.36,65532.17,Hay,Germany,Male,2,1,1,0
2110,15589224,596,1.6127838567197355,5,0.0,141053.85,Moore,Spain,Male,2,0,1,0
2111,15795990,722,1.6812412373755872,10,138311.76,3472.63,Lumholtz,Germany,Female,1,1,1,1
2112,15603216,642,1.3979400086720377,7,0.0,102083.78,Simpson,France,Male,2,1,0,0
2113,15631201,472,1.4471580313422192,4,0.0,1801.77,Hill,Spain,Female,2,1,0,0
2114,15686255,738,1.5440680443502757,6,101744.84,85185.44,Mouzon,Germany,Male,1,0,0,0
2115,15746594,732,1.5185139398778875,8,0.0,119882.7,Wu,Spain,Male,1,1,0,0
2116,15718893,404,1.7323937598229686,4,125456.07,83715.66,Pirozzi,Germany,Female,1,1,0,1
2117,15671609,701,1.6434526764861874,7,0.0,23425.78,Ibeabuchi,France,Male,2,1,0,0
2118,15652540,683,1.4913616938342726,2,0.0,77326.78,Garnsey,France,Male,2,0,1,0
2119,15774857,460,1.4313637641589874,7,0.0,156150.08,Synnot,France,Female,2,1,0,1
2120,15791836,690,1.462397997898956,5,0.0,108577.97,Wildman,France,Male,2,1,0,0
2121,15651554,618,1.7323937598229686,4,118449.21,133573.29,Anenechukwu,Germany,Female,1,1,1,1
2122,15583576,671,1.4771212547196624,2,0.0,102057.86,Tai,France,Male,1,0,1,0
2123,15732740,765,1.505149978319906,9,178095.55,47247.56,Plant,Spain,Female,1,0,0,0
2124,15723320,651,1.3979400086720377,2,109175.14,114566.47,Azubuike,Germany,Female,2,1,0,0
2125,15603851,704,1.505149978319906,7,127785.17,184464.7,Galkin,France,Male,4,0,0,1
2126,15777923,544,1.6532125137753437,6,0.0,151401.33,Johnston,France,Female,2,0,1,0
2127,15735719,790,1.6020599913279623,9,0.0,70607.1,Babbage,France,Female,2,1,1,0
2128,15703482,710,1.5314789170422551,9,134260.36,147074.67,Walker,Germany,Male,2,1,0,0
2129,15605835,743,1.568201724066995,8,69143.91,105780.18,Rice,France,Male,2,0,1,0
2130,15664881,702,1.5314789170422551,4,100054.77,109496.45,Norton,France,Male,1,1,0,0
2131,15757568,704,1.6532125137753437,6,0.0,137739.45,Bogolyubov,France,Female,1,1,1,0
2132,15792660,614,1.5797835966168101,2,116248.88,105140.92,Gibbons,France,Male,1,1,0,0
2133,15599722,609,1.6334684555795864,6,86053.52,113276.46,Chia,Spain,Female,2,1,1,1
2134,15726354,688,1.505149978319906,6,123157.95,172531.23,Smith,France,Female,1,1,0,0
2135,15610355,713,1.6434526764861874,1,63438.91,64375.4,Hunter,France,Male,1,1,0,0
2136,15704284,736,1.7558748556724915,9,95295.39,28434.44,Ekechukwu,Germany,Male,1,1,0,1
2137,15621893,727,1.255272505103306,4,133550.67,46941.41,Bellucci,France,Male,1,1,1,0
2138,15588219,850,1.5797835966168101,1,106871.81,29333.01,Ford,France,Female,2,1,0,0
2139,15688619,718,1.6532125137753437,3,105266.32,193724.51,Scott,Spain,Male,2,1,1,0
2140,15765518,643,1.7075701760979363,2,105229.53,34967.75,Gregson,France,Female,1,1,0,1
2141,15616931,653,1.6127838567197355,8,102768.42,55663.85,Moore,France,Male,1,1,0,0
2142,15758372,674,1.255272505103306,7,0.0,55753.12,Wallace,France,Male,2,1,1,1
2143,15782591,690,1.5440680443502757,6,112689.95,176962.31,Cook,France,Male,1,1,0,0
2144,15612109,819,1.5797835966168101,9,122334.26,181507.44,Speth,France,Male,2,1,1,0
2145,15613712,634,1.5314789170422551,1,0.0,61995.57,Boag,Spain,Male,2,1,0,0
2146,15639322,633,1.5185139398778875,4,137847.41,98349.13,Grave,Spain,Male,2,1,0,0
2147,15594349,850,1.6901960800285136,5,122486.47,59748.19,Streeten,France,Male,1,0,1,0
2148,15574167,665,1.5185139398778875,2,101286.11,159840.51,Fox,France,Male,1,1,1,0
2149,15811842,630,1.414973347970818,7,0.0,6656.64,Artemyeva,Spain,Male,2,1,1,0
2150,15648794,836,1.7558748556724915,4,101247.06,37141.62,Giordano,Spain,Male,1,1,0,1
2151,15771211,668,1.5797835966168101,10,86977.96,37094.75,Perkins,France,Male,1,0,1,0
2152,15588614,753,1.7558748556724915,7,0.0,159475.08,Walton,France,Male,1,1,0,1
2153,15630698,745,1.7403626894942439,9,110123.59,51548.14,Hay,France,Female,1,0,1,1
2154,15694200,693,1.5563025007672873,8,178111.82,58719.63,Gardner,France,Male,1,0,0,1
2155,15721426,606,1.8129133566428555,10,126306.64,7861.68,Milne,Germany,Male,3,0,0,1
2156,15725997,660,1.5440680443502757,6,100768.77,19199.61,She,France,Female,1,1,0,0
2157,15762138,608,1.6232492903979006,5,0.0,178504.29,Hu,France,Male,2,1,0,0
2158,15750649,744,1.6434526764861874,3,0.0,189016.14,Uwakwe,France,Female,2,1,1,0
2159,15685706,731,1.6020599913279623,7,118991.79,156048.64,Bird,France,Female,1,1,1,0
2160,15641835,683,1.8573324964312685,3,140997.26,52876.41,Anderson,France,Male,1,0,1,0
2161,15586821,727,1.4471580313422192,5,0.0,19653.08,Bellew,France,Male,2,0,1,0
2162,15569678,561,1.505149978319906,6,166824.59,139451.98,Cocci,Germany,Male,1,1,0,0
2163,15793842,700,1.5314789170422551,2,76322.69,128136.29,Krichauff,France,Female,1,1,0,0
2164,15667554,605,1.5440680443502757,6,0.0,45206.57,Cameron,France,Male,2,1,1,0
2165,15794479,767,1.8864907251724818,8,149083.7,190146.83,Becker,Spain,Male,1,1,1,0
2166,15585041,511,1.5185139398778875,7,0.0,158313.87,Ainsworth,France,Male,2,0,1,0
2167,15780650,667,1.6020599913279623,9,0.0,96670.2,Biryukov,France,Male,1,1,1,0
2168,15780846,787,1.5185139398778875,1,126588.81,62163.53,Redding,France,Male,2,0,1,0
2169,15805260,705,1.7481880270062005,2,143249.67,88428.41,Wood,Germany,Female,1,1,0,1
2170,15621629,773,1.6334684555795864,8,81844.91,35908.46,Scott,Germany,Male,2,1,1,0
2171,15662151,554,1.6020599913279623,4,0.0,168780.04,Gould,France,Male,1,0,1,0
2172,15747174,526,1.7634279935629373,9,190298.89,191263.76,Hao,Germany,Male,2,1,1,0
2173,15651585,661,1.5440680443502757,2,117212.18,83052.03,Power,Germany,Male,1,1,1,0
2174,15649738,698,1.662757831681574,0,0.0,125962.02,White,France,Female,2,1,1,0
2175,15633108,646,1.414973347970818,4,139848.17,164696.27,Thorpe,France,Male,1,1,0,0
2176,15769254,757,1.5314789170422551,9,101861.36,187011.96,Tuan,Germany,Female,2,0,0,0
2177,15704746,699,1.5440680443502757,2,167455.66,55324.49,Inman,Spain,Male,2,1,1,0
2178,15637644,667,1.380211241711606,4,0.0,34335.55,Hanson,France,Female,2,0,1,0
2179,15609562,774,1.6334684555795864,1,116360.07,17004.14,MacDonald,Spain,Female,1,1,0,0
2180,15787459,745,1.6020599913279623,3,88466.82,116331.42,Parkes,Spain,Male,1,0,0,0
2181,15762902,649,1.6232492903979006,7,0.0,22974.01,Stanley,France,Female,2,0,1,0
2182,15738605,634,1.662757831681574,5,123642.36,49725.16,Fischer,Germany,Female,1,1,1,1
2183,15724889,665,1.5797835966168101,9,0.0,87412.74,Chinweuba,Spain,Male,1,0,1,0
2184,15730735,713,1.5797835966168101,9,72286.84,26136.89,Henning,France,Male,2,1,1,0
2185,15689147,652,1.6020599913279623,1,0.0,126554.96,Ogochukwu,France,Female,2,1,0,0
2186,15730397,739,1.6020599913279623,1,109681.61,193321.3,Narelle,Spain,Male,1,1,1,0
2187,15762169,556,1.568201724066995,9,145018.64,90928.02,Bergman,Germany,Male,2,1,0,1
2188,15589320,699,1.5314789170422551,8,0.0,76510.46,Sagese,Spain,Male,1,1,1,0
2189,15799211,708,1.505149978319906,8,187487.63,120115.5,Anenechi,Spain,Female,1,1,1,0
2190,15798310,480,1.5440680443502757,2,165692.91,197984.58,Palerma,France,Male,1,1,1,0
2191,15609998,700,1.7708520116421442,5,137648.41,142977.05,Okwudilichukwu,Germany,Female,1,1,0,1
2192,15583548,525,1.6720978579357175,6,118560.0,82522.61,Harrison,Spain,Female,1,1,0,1
2193,15761763,845,1.5185139398778875,8,164385.53,150664.97,Jamieson,France,Male,1,1,0,0
2194,15764409,613,1.568201724066995,9,108286.5,114153.44,Goodman,France,Male,1,1,1,0
2195,15710161,850,1.5314789170422551,2,0.0,171706.66,Ko,France,Female,2,1,1,0
2196,15735246,798,1.7634279935629373,9,0.0,119071.56,Norman,Spain,Female,2,0,0,1
2197,15791700,773,1.6720978579357175,2,118079.47,143007.49,Ugochukwutubelum,Germany,Male,4,1,1,1
2198,15670753,614,1.5440680443502757,2,127283.78,31302.35,Uvarova,Spain,Male,1,1,1,0
2199,15573876,473,1.6812412373755872,8,0.0,71139.8,Chia,Spain,Male,2,1,0,0
2200,15770174,762,1.462397997898956,6,141389.06,54122.89,Piazza,France,Male,1,1,0,0
2201,15641114,701,1.568201724066995,8,130091.5,120031.29,Power,France,Male,1,1,1,0
2202,15682435,600,1.5440680443502757,4,143744.77,104076.51,P'eng,France,Male,2,1,0,0
2203,15751788,850,1.4471580313422192,9,97408.03,175853.64,Johnson,Spain,Male,1,1,1,0
2204,15672598,613,1.4771212547196624,9,111927.45,175795.87,Walker,Spain,Male,1,1,1,0
2205,15762803,509,1.4913616938342726,3,0.0,15360.91,Innes,France,Male,2,1,0,0
2206,15812982,509,1.5797835966168101,2,0.0,168460.12,Francis,Spain,Male,1,0,0,0
2207,15597901,609,1.5314789170422551,1,0.0,181177.9,Chidozie,France,Male,1,1,1,0
2208,15731507,456,1.5185139398778875,1,188285.68,58363.94,Mackenzie,France,Female,1,0,0,0
2209,15809826,728,1.662757831681574,2,109705.52,20276.87,Craigie,France,Female,1,1,0,1
2210,15764237,663,1.5185139398778875,9,0.0,91514.62,Manfrin,Spain,Male,2,0,0,0
2211,15769917,673,1.5314789170422551,1,127122.79,76703.1,Onyekachi,Germany,Female,3,0,1,0
2212,15641850,717,1.6020599913279623,0,98241.04,110887.14,Pethard,France,Male,1,1,0,0
2213,15770974,741,1.568201724066995,8,170840.08,109843.16,Nwabugwu,Germany,Female,2,0,0,0
2214,15803749,498,1.6127838567197355,4,87541.06,12577.21,DeRose,Germany,Female,2,1,1,1
2215,15684999,850,1.414973347970818,4,62610.96,179365.1,Ch'eng,France,Female,2,0,1,0
2216,15770225,493,1.5563025007672873,9,0.0,65816.53,Padovesi,France,Male,2,1,1,0
2217,15627484,686,1.6720978579357175,5,113328.93,124170.9,Obielumani,France,Female,1,1,0,0
2218,15610337,666,1.5440680443502757,2,104832.49,175015.12,Stephens,Spain,Male,1,1,0,0
2219,15752488,733,1.4913616938342726,9,102289.85,115441.66,Emery,Spain,Female,1,1,1,0
2220,15610056,631,1.5314789170422551,6,125227.82,128247.03,Dufresne,Germany,Female,2,0,1,0
2221,15806049,714,1.6901960800285136,5,140510.89,141914.94,Lee,Germany,Female,1,1,0,0
2222,15736069,767,1.5440680443502757,6,132253.22,115566.57,Hsing,Germany,Female,1,1,0,1
2223,15763662,711,1.6334684555795864,2,39043.29,175423.69,Longo,Germany,Male,2,1,1,0
2224,15615575,722,1.5314789170422551,8,0.0,133447.49,Vial,France,Male,2,1,1,0
2225,15691723,631,1.7403626894942439,9,99685.06,114474.98,Chukwudi,Spain,Male,1,1,0,0
2226,15774098,701,1.5797835966168101,3,125385.49,52044.66,Grant,Germany,Male,2,0,1,0
2227,15750808,790,1.662757831681574,2,131365.37,180290.68,Ma,Spain,Male,2,1,1,0
2228,15744368,633,1.7634279935629373,6,98308.51,132034.13,Sun,Spain,Male,1,1,1,0
2229,15610594,644,1.568201724066995,8,0.0,20968.88,Moss,France,Female,2,1,0,0
2230,15756125,757,1.6434526764861874,5,140856.16,158735.1,Booth,Spain,Male,2,1,0,0
2231,15623277,696,1.4771212547196624,8,0.0,196134.44,Ross,France,Female,2,1,1,0
2232,15795954,746,1.5440680443502757,2,172274.01,22374.97,Ndukaku,France,Male,1,1,0,0
2233,15671969,649,1.5563025007672873,8,0.0,161668.15,Pruneda,Spain,Male,2,1,0,0
2234,15791268,565,1.5797835966168101,0,122447.76,67339.34,Neumann,Spain,Male,1,0,0,0
2235,15713655,720,1.5797835966168101,10,0.0,56229.72,Calabrese,France,Female,2,1,1,1
2236,15633930,648,1.7481880270062005,6,157559.59,140991.23,Yobachukwu,Spain,Female,2,1,0,1
2237,15712849,632,1.6127838567197355,3,126550.7,177644.52,Tung,Germany,Male,1,0,0,1
2238,15639077,622,1.4771212547196624,2,158584.82,142342.55,Marchesi,France,Female,3,1,0,1
2239,15808784,835,1.4471580313422192,2,163569.61,154559.28,Hess,France,Male,2,1,1,0
